CD_REF,FAMILLE,Nom scientifique,Rang,Categorie,Commentaires
116155,Rosaceae,"Prunus virginiana L., 1753",espece,NAa,Exotiques
116192,Poaceae,"Pseudarrhenatherum longifolium (Thore) Rouy, 1922",espece,LC,
116197,Papaveraceae,"Pseudofumaria alba (Mill.) Lid�n, 1986",espece,NAa,Exotiques
116198,Papaveraceae,"Pseudofumaria lutea (L.) Borkh., 1797",espece,NAa,Exotiques
116202,Asteraceae,"Pseudognaphalium undulatum (L.) Hilliard & Burtt, 1981",espece,NAa,Exotiques
116206,Orchidaceae,"Pseudorchis albida (L.) �.L�ve & D.L�ve, 1969",espece,LC,
116210,Apiaceae,"Pseudorlaya pumila (L.) Grande, 1925",espece,LC,
717437,Poaceae,"Pseudosclerochloa rupestris (With.) Tzvelev, 2004",espece,LC,
116216,Pinaceae,"Pseudotsuga menziesii (Mirb.) Franco, 1950",espece,NAa,Exotiques
717438,Brassicaceae,"Pseudoturritis turrita (L.) Al-Shehbaz, 2005",espece,LC,
116225,Poaceae,"Psilurus incurvus (Gouan) Schinz & Thell., 1913",espece,LC,
610865,Brassicaceae,"Psychine stylosa Desf., 1798",espece,NAa,Exotiques
116263,Rutaceae,"Ptelea trifoliata L., 1753",espece,NAa,Exotiques
116265,Dennstaedtiaceae,"Pteridium aquilinum (L.) Kuhn, 1879",espece,LC,
116272,Pteridaceae,"Pteris cretica L., 1767",espece,LC,
116285,Pteridaceae,"Pteris vittata L., 1753",espece,NAa,Exotiques
116289,Juglandaceae,"Pterocarya fraxinifolia (Poir.) Spach, 1834",espece,NAa,Exotiques
116297,Apiaceae,"Pteroselinum austriacum (Jacq.) Rchb., 1832",espece,LC,
116323,Asteraceae,"Ptilostemon casabonae (L.) Greuter, 1967",espece,LC,
116324,Asteraceae,"Ptilostemon gnaphaloides (Cirillo) Soj�k, 1962",espece,NAa,Exotiques
116339,Apiaceae,"Ptychotis saxifraga (L.) Loret & Barrandon, 1876",espece,LC,
761901,Poaceae,"Puccinellia distans (Jacq.) Parl., 1848",espece,LC,
139476,Poaceae,"Puccinellia distans subsp. distans (Jacq.) Parl., 1848",sous-espece,DD,
718397,Poaceae,"Puccinellia distans subsp. fontana Portal, 2014",sous-espece,LC,
116349,Poaceae,"Puccinellia fasciculata (Torr.) E.P.Bicknell, 1907",espece,LC,
116350,Poaceae,"Puccinellia festuciformis (Host) Parl., 1850",espece,LC,
612552,Poaceae,"Puccinellia festuciformis subsp. festuciformis (Host) Parl., 1850",sous-espece,LC,
718398,Poaceae,Puccinellia festuciformis subsp. lagascana Juli� & J.M.Monts.,sous-espece,LC,
116354,Poaceae,"Puccinellia maritima (Huds.) Parl., 1850",espece,LC,
116392,Asteraceae,"Pulicaria dysenterica (L.) Bernh., 1800",espece,LC,
116396,Asteraceae,"Pulicaria odora (L.) Rchb., 1831",espece,LC,
116401,Asteraceae,"Pulicaria sicula (L.) Moris, 1843",espece,NT,
116405,Asteraceae,"Pulicaria vulgaris Gaertn., 1791",espece,LC,
116407,Boraginaceae,"Pulmonaria affinis Jord., 1854",espece,LC,
116411,Boraginaceae,"Pulmonaria angustifolia L., 1753",espece,LC,
116416,Boraginaceae,"Pulmonaria longifolia (Bastard) Boreau, 1857",espece,LC,
139493,Boraginaceae,"Pulmonaria longifolia subsp. cevennensis Bolliger, 1982",sous-espece,LC,
139495,Boraginaceae,"Pulmonaria longifolia subsp. longifolia (Bastard) Boreau, 1857",sous-espece,LC,
139494,Boraginaceae,"Pulmonaria longifolia subsp. delphinensis Bolliger, 1982",sous-espece,LC,
139496,Boraginaceae,"Pulmonaria mollis subsp. alpigena W.Sauer, 1974",sous-espece,DD,
116418,Boraginaceae,"Pulmonaria mollis Wulfen ex Hornem., 1813",espece,DD,
116419,Boraginaceae,"Pulmonaria montana Lej., 1811",espece,LC,
139500,Boraginaceae,"Pulmonaria montana subsp. montana Lej., 1811",sous-espece,LC,
139498,Boraginaceae,"Pulmonaria montana subsp. jurana (Graber) W.Sauer, 1974",sous-espece,DD,
116421,Boraginaceae,"Pulmonaria obscura Dumort., 1865",espece,LC,
116422,Boraginaceae,"Pulmonaria officinalis L., 1753",espece,NAa,Exotiques
116426,Boraginaceae,"Pulmonaria saccharata Mill., 1768",espece,LC,
447462,Lythraceae,"Punica granatum L., 1753",espece,NAa,Exotiques
116485,Rosaceae,"Pyracantha coccinea M.Roem., 1847",espece,DD,
116531,Ericaceae,"Pyrola chlorantha Sw., 1810",espece,LC,
116542,Ericaceae,"Pyrola media Sw., 1804",espece,LC,
116543,Ericaceae,"Pyrola minor L., 1753",espece,LC,
116547,Ericaceae,"Pyrola rotundifolia L., 1753",espece,LC,
116574,Rosaceae,"Pyrus communis L., 1753",espece,LC,
139545,Rosaceae,"Pyrus communis subsp. pyraster (L.) Ehrh., 1780",sous-espece,LC,
116576,Rosaceae,"Pyrus cordata Desv., 1818",espece,LC,
116594,Rosaceae,"Pyrus nivalis Jacq., 1774",espece,NAa,Exotiques
116610,Rosaceae,"Pyrus spinosa Forssk., 1775",espece,LC,
116633,Convolvulaceae,"Quamoclit coccinea (L.) Moench, 1794",espece,NAa,Exotiques
116670,Fagaceae,"Quercus cerris L., 1753",espece,LC,
116672,Fagaceae,"Quercus coccifera L., 1753",espece,LC,
116677,Fagaceae,"Quercus crenata Lam., 1785",espece,VU,
159802,Fagaceae,"Quercus faginea Lam., 1785",espece,NAb,éteintes en France
116704,Fagaceae,"Quercus ilex L., 1753",espece,LC,
116708,Fagaceae,"Quercus ithaburensis Decne., 1835",espece,NAa,Exotiques
139574,Fagaceae,"Quercus ithaburensis subsp. macrolepis (Kotschy) Hedge & Yalt., 1981",sous-espece,NAa,Exotiques
116740,Fagaceae,"Quercus palustris M�nchh., 1770",espece,NAa,Exotiques
521658,Fagaceae,"Quercus petraea Liebl., 1784",espece,LC,"Erreur CD_REF, modifié TAXREF v16 pour jonction, CD_REF initial = 116744"
116751,Fagaceae,"Quercus pubescens Willd., 1805",espece,LC,
116754,Fagaceae,"Quercus pyrenaica Willd., 1805",espece,LC,
116759,Fagaceae,"Quercus robur L., 1753",espece,LC,
116762,Fagaceae,"Quercus rubra L., 1753",espece,NAa,Exotiques
116774,Fagaceae,"Quercus suber L., 1753",espece,LC,
116870,Linaceae,"Radiola linoides Roth, 1788",espece,LC,
116876,Gesneriaceae,"Ramonda myconi (L.) Rchb., 1831",espece,LC,
116902,Ranunculaceae,"Ranunculus aconitifolius L., 1753",espece,LC,
116903,Ranunculaceae,"Ranunculus acris L., 1753",espece,LC,
139605,Ranunculaceae,"Ranunculus acris subsp. acris L., 1753",sous-espece,LC,
139608,Ranunculaceae,"Ranunculus acris subsp. friesianus (Jord.) Syme, 1863",sous-espece,LC,
116907,Ranunculaceae,"Ranunculus aduncus Gren., 1847",espece,LC,
116917,Ranunculaceae,"Ranunculus alpestris L., 1753",espece,LC,
116919,Ranunculaceae,"Ranunculus amplexicaulis L., 1753",espece,LC,
116922,Ranunculaceae,"Ranunculus angustifolius DC., 1808",espece,LC,
116928,Ranunculaceae,"Ranunculus aquatilis L., 1753",espece,LC,
116932,Ranunculaceae,"Ranunculus arvensis L., 1753",espece,LC,
116936,Ranunculaceae,"Ranunculus auricomus L., 1753",espece,LC,
116948,Ranunculaceae,"Ranunculus breyninus Crantz, 1763",espece,LC,
116952,Ranunculaceae,"Ranunculus bulbosus L., 1753",espece,LC,
116953,Ranunculaceae,"Ranunculus bullatus L., 1753",espece,LC,
116963,Ranunculaceae,"Ranunculus canutii Coss. ex Ardoino, 1867",espece,VU,
116967,Ranunculaceae,"Ranunculus carinthiacus Hoppe, 1826",espece,LC,
717444,Ranunculaceae,"Ranunculus caucasicus M.Bieb., 1808",espece,NAa,Exotiques
116979,Ranunculaceae,"Ranunculus circinatus Sibth., 1794",espece,LC,
116981,Ranunculaceae,"Ranunculus clethraphilus Litard., 1909",espece,NT,
116989,Ranunculaceae,"Ranunculus cordiger Viv., 1824",espece,LC,
117025,Ranunculaceae,"Ranunculus flammula L., 1753",espece,LC,
117027,Ranunculaceae,"Ranunculus fluitans Lam., 1779",espece,DD,
117043,Ranunculaceae,"Ranunculus glacialis L., 1753",espece,LC,
117047,Ranunculaceae,"Ranunculus gouanii Willd., 1799",espece,LC,
117049,Ranunculaceae,"Ranunculus gramineus L., 1753",espece,LC,
117056,Ranunculaceae,"Ranunculus hederaceus L., 1753",espece,LC,
117081,Ranunculaceae,"Ranunculus kuepferi Greuter & Burdet, 1987",espece,LC,
139722,Ranunculaceae,"Ranunculus kuepferi subsp. kuepferi Greuter & Burdet, 1987",sous-espece,LC,
139723,Ranunculaceae,"Ranunculus kuepferi subsp. orientalis W.Huber, 1988",sous-espece,LC,
117087,Ranunculaceae,"Ranunculus lanuginosus L., 1753",espece,LC,
117090,Ranunculaceae,"Ranunculus lateriflorus DC., 1817",espece,VU,
117096,Ranunculaceae,"Ranunculus lingua L., 1753",espece,VU,
117104,Ranunculaceae,"Ranunculus lutarius (Revel) Bouvet, 1874",espece,DD,
117108,Ranunculaceae,"Ranunculus macrophyllus Desf., 1798",espece,LC,
117111,Ranunculaceae,"Ranunculus marschlinsii Steud., 1841",espece,LC,
117119,Ranunculaceae,"Ranunculus millefoliatus Vahl, 1791",espece,NAa,Exotiques
117123,Ranunculaceae,"Ranunculus monspeliacus L., 1753",espece,LC,
117125,Ranunculaceae,"Ranunculus montanus Willd., 1799",espece,LC,
117128,Ranunculaceae,"Ranunculus muricatus L., 1753",espece,LC,
117139,Ranunculaceae,"Ranunculus nodiflorus L., 1753",espece,NT,
117144,Ranunculaceae,"Ranunculus ololeucos J.Lloyd, 1844",espece,LC,
117145,Ranunculaceae,"Ranunculus omiophyllus Ten., 1830",espece,LC,
117146,Ranunculaceae,"Ranunculus ophioglossifolius Vill., 1789",espece,LC,
117151,Ranunculaceae,"Ranunculus paludosus Poir., 1789",espece,LC,
117155,Ranunculaceae,"Ranunculus parnassifolius L., 1753",espece,LC,
139764,Ranunculaceae,"Ranunculus parnassifolius subsp. favargeri P.K�pfer, 1975",sous-espece,NT,
139765,Ranunculaceae,"Ranunculus parnassifolius subsp. heterocarpus P.K�pfer, 1975",sous-espece,LC,
139766,Ranunculaceae,"Ranunculus parnassifolius subsp. parnassifolius L., 1753",sous-espece,NT,
117156,Ranunculaceae,"Ranunculus parviflorus L., 1758",espece,LC,
117164,Ranunculaceae,"Ranunculus peltatus Schrank, 1789",espece,LC,
139772,Ranunculaceae,"Ranunculus peltatus subsp. peltatus Schrank, 1789",sous-espece,LC,
139770,Ranunculaceae,"Ranunculus peltatus subsp. baudotii (Godr.) Meikle ex C.D.K.Cook, 1984",sous-espece,LC,
139771,Ranunculaceae,"Ranunculus peltatus subsp. fucoides (Freyn) Mu�oz Garm., 1985",sous-espece,DD,
117165,Ranunculaceae,"Ranunculus penicillatus (Dumort.) Bab., 1874",espece,LC,
139775,Ranunculaceae,"Ranunculus penicillatus subsp. penicillatus (Dumort.) Bab., 1874",sous-espece,LC,
139776,Ranunculaceae,"Ranunculus penicillatus subsp. pseudofluitans (Syme) S.D.Webster, 1988",sous-espece,LC,
117174,Ranunculaceae,"Ranunculus platanifolius L., 1767",espece,LC,
117175,Ranunculaceae,"Ranunculus polyanthemoides Boreau, 1857",espece,NT,
117192,Ranunculaceae,"Ranunculus pyrenaeus L., 1771",espece,LC,
117201,Ranunculaceae,"Ranunculus repens L., 1753",espece,LC,
117205,Ranunculaceae,"Ranunculus revelieri Boreau, 1857",espece,LC,
117211,Ranunculaceae,"Ranunculus rionii Lagger, 1848",espece,VU,
117221,Ranunculaceae,"Ranunculus sardous Crantz, 1763",espece,LC,
117222,Ranunculaceae,"Ranunculus sartorianus Boiss. & Heldr., 1854",espece,LC,
117224,Ranunculaceae,"Ranunculus sceleratus L., 1753",espece,LC,
117228,Ranunculaceae,"Ranunculus seguieri Vill., 1779",espece,LC,
117231,Ranunculaceae,"Ranunculus serpens Schrank, 1789",espece,LC,
117246,Ranunculaceae,"Ranunculus sylviae Gamisans, 1992",espece,CR,
117249,Ranunculaceae,"Ranunculus thora L., 1753",espece,LC,
117255,Ranunculaceae,"Ranunculus trichophyllus Chaix, 1785",espece,LC,
139828,Ranunculaceae,"Ranunculus trichophyllus subsp. trichophyllus Chaix, 1785",sous-espece,LC,
139818,Ranunculaceae,"Ranunculus trichophyllus subsp. eradicatus (Laest.) C.D.K.Cook, 1967",sous-espece,LC,
117257,Ranunculaceae,"Ranunculus trilobus Desf., 1798",espece,DD,
117258,Ranunculaceae,"Ranunculus tripartitus DC., 1807",espece,LC,
117268,Ranunculaceae,"Ranunculus velutinus Ten., 1825",espece,LC,
117353,Brassicaceae,"Raphanus raphanistrum L., 1753",espece,LC,
139838,Brassicaceae,"Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens, 1894",sous-espece,LC,
139841,Brassicaceae,"Raphanus raphanistrum subsp. raphanistrum L., 1753",sous-espece,LC,
117390,Brassicaceae,"Rapistrum perenne (L.) All., 1785",espece,NAa,Exotiques
117393,Brassicaceae,"Rapistrum rugosum (L.) All., 1785",espece,LC,
139850,Brassicaceae,"Rapistrum rugosum subsp. rugosum (L.) All., 1785",sous-espece,LC,
139849,Brassicaceae,"Rapistrum rugosum subsp. orientale (L.) Arcang., 1882",sous-espece,LC,
117426,Asteraceae,"Reichardia picroides (L.) Roth, 1787",espece,LC,
117428,Resedaceae,"Reseda alba L., 1753",espece,LC,
139851,Resedaceae,"Reseda alba subsp. alba L., 1753",sous-espece,LC,
139852,Resedaceae,"Reseda alba subsp. hookeri (Guss.) Arcang., 1882",sous-espece,LC,
117446,Resedaceae,"Reseda glauca L., 1753",espece,LC,
117452,Resedaceae,"Reseda jacquini Rchb., 1824",espece,LC,
117458,Resedaceae,"Reseda lutea L., 1753",espece,LC,
117459,Resedaceae,"Reseda luteola L., 1753",espece,LC,
117469,Resedaceae,"Reseda phyteuma L., 1753",espece,LC,
117503,Polygonaceae,"Reynoutria japonica Houtt., 1777",espece,NAa,Exotiques
117505,Polygonaceae,"Reynoutria sachalinensis (F.Schmidt) Nakai, 1922",espece,NAa,Exotiques
117512,Asteraceae,"Rhagadiolus edulis Gaertn., 1791",espece,LC,
117521,Asteraceae,"Rhagadiolus stellatus (L.) Gaertn., 1791",espece,DD,
117526,Rhamnaceae,"Rhamnus alaternus L., 1753",espece,LC,
117528,Rhamnaceae,"Rhamnus alpina L., 1753",espece,LC,
117530,Rhamnaceae,"Rhamnus cathartica L., 1753",espece,LC,
117548,Rhamnaceae,"Rhamnus pumila Turra, 1764",espece,LC,
117551,Rhamnaceae,"Rhamnus saxatilis Jacq., 1762",espece,LC,
610872,Asteraceae,"Rhaponticoides alpina (L.) M.V.Agab. & Greuter, 2003",espece,EN,
717862,Asteraceae,Rhaponticum centauroides (L.) O.Bol�s,espece,LC,
611455,Asteraceae,"Rhaponticum coniferum (L.) Greuter, 2003",espece,LC,
117573,Asteraceae,"Rhaponticum heleniifolium Godr. & Gren., 1850",espece,LC,
612626,Asteraceae,"Rhaponticum heleniifolium subsp. bicknellii (Briq.) Greuter, 2003",sous-espece,VU,
612262,Asteraceae,"Rhaponticum heleniifolium subsp. heleniifolium Godr. & Gren., 1850",sous-espece,LC,
611454,Asteraceae,"Rhaponticum repens (L.) Hidalgo, 2006",espece,NAa,Exotiques
117576,Asteraceae,"Rhaponticum scariosum Lam., 1779",espece,LC,
117587,Orobanchaceae,"Rhinanthus alectorolophus (Scop.) Pollich, 1777",espece,LC,
117590,Orobanchaceae,"Rhinanthus angustifolius C.C.Gmel., 1806",espece,LC,
117595,Orobanchaceae,"Rhinanthus burnatii (Chabert) So�, 1929",espece,LC,
117601,Orobanchaceae,"Rhinanthus glacialis Personnat, 1863",espece,DD,
117616,Orobanchaceae,"Rhinanthus minor L., 1756",espece,LC,
117624,Orobanchaceae,"Rhinanthus pseudoantiquus Kunz, 1969",espece,NT,
117625,Orobanchaceae,"Rhinanthus pumilus (Sterneck) Soldano, 1986",espece,LC,
117668,Crassulaceae,"Rhodiola rosea L., 1753",espece,LC,
117679,Ericaceae,"Rhododendron ferrugineum L., 1753",espece,LC,
117681,Ericaceae,"Rhododendron hirsutum L., 1753",espece,VU,
117692,Ericaceae,"Rhododendron ponticum L., 1762",espece,NAa,Exotiques
139954,Ericaceae,"Rhododendron ponticum subsp. baeticum (Boiss. & Reut.) Hand.-Mazz., 1909",sous-espece,NAa,Exotiques
117712,Anacardiaceae,"Rhus coriaria L., 1753",espece,LC,
117715,Anacardiaceae,"Rhus glabra L., 1753",espece,NAa,Exotiques
117723,Anacardiaceae,"Rhus typhina L., 1756",espece,NAa,Exotiques
117731,Cyperaceae,"Rhynchospora alba (L.) Vahl, 1805",espece,LC,
117732,Cyperaceae,"Rhynchospora fusca (L.) W.T.Aiton, 1810",espece,LC,
117748,Grossulariaceae,"Ribes alpinum L., 1753",espece,LC,
117766,Grossulariaceae,"Ribes nigrum L., 1753",espece,LC,
117771,Grossulariaceae,"Ribes petraeum Wulfen, 1781",espece,LC,
117774,Grossulariaceae,"Ribes rubrum L., 1753",espece,LC,
117775,Grossulariaceae,"Ribes sanguineum Pursh, 1814",espece,NAa,Exotiques
117787,Grossulariaceae,"Ribes uva-crispa L., 1753",espece,LC,
117806,Euphorbiaceae,"Ricinus communis L., 1753",espece,NAa,Exotiques
117820,Apiaceae,"Ridolfia segetum (Guss.) Moris, 1842",espece,CR*,
117860,Fabaceae,"Robinia pseudoacacia L., 1753",espece,NAa,Exotiques
117876,Papaveraceae,"Roemeria hybrida (L.) DC., 1821",espece,EN,
610857,Asteraceae,"Roldana petasitis (Sims) H.Rob. & Brettell, 1974",espece,NAa,Exotiques
117885,Iridaceae,"Romulea arnaudii Moret, 2000",espece,EN,
117886,Iridaceae,"Romulea assumptionis Font Quer, 1953",espece,VU,
117890,Iridaceae,"Romulea bulbocodium (L.) Sebast. & Mauri, 1818",espece,LC,
117891,Iridaceae,"Romulea columnae Sebast. & Mauri, 1818",espece,LC,
139986,Iridaceae,"Romulea columnae subsp. columnae Sebast. & Mauri, 1818",sous-espece,LC,
139987,Iridaceae,"Romulea columnae subsp. coronata (Merino) Merino, 2000",sous-espece,LC,
139991,Iridaceae,"Romulea columnae subsp. subalbida (Jord. & Fourr.) Moret, 2000",sous-espece,LC,
117893,Iridaceae,"Romulea corsica Jord. & Fourr., 1868",espece,VU,
117897,Iridaceae,"Romulea florentii Moret, 2000",espece,VU,
117904,Iridaceae,"Romulea ligustica Parl., 1858",espece,CR,
117918,Iridaceae,"Romulea ramiflora Ten., 1827",espece,LC,
117919,Iridaceae,"Romulea requienii Parl., 1860",espece,LC,
117920,Iridaceae,"Romulea revelieri Jord. & Fourr., 1866",espece,LC,
117921,Iridaceae,"Romulea rollii Parl., 1858",espece,LC,
117933,Brassicaceae,"Rorippa amphibia (L.) Besser, 1821",espece,LC,
117937,Brassicaceae,"Rorippa austriaca (Crantz) Besser, 1821",espece,NAa,Exotiques
117940,Brassicaceae,"Rorippa islandica (Oeder ex Gunnerus) Borb�s, 1900",espece,LC,
117944,Brassicaceae,"Rorippa palustris (L.) Besser, 1821",espece,LC,
117946,Brassicaceae,"Rorippa pyrenaica (All.) Rchb., 1838",espece,LC,
117951,Brassicaceae,"Rorippa sylvestris (L.) Besser, 1821",espece,LC,
117986,Rosaceae,"Rosa agrestis Savi, 1798",espece,LC,
118016,Rosaceae,"Rosa arvensis Huds., 1762",espece,LC,
118030,Rosaceae,"Rosa banksiae R.Br. ex W.T.Aiton, 1811",espece,NAa,Exotiques
118073,Rosaceae,"Rosa canina L., 1753",espece,LC,
717451,Rosaceae,"Rosa cinnamomea L., 1753",espece,DD,
118173,Rosaceae,"Rosa ferruginea Vill., 1779",espece,LC,
118192,Rosaceae,"Rosa gallica L., 1753",espece,LC,
161345,Rosaceae,"Rosa marginata Wallr., 1815",espece,DD,
118343,Rosaceae,"Rosa montana Chaix, 1785",espece,LC,
118347,Rosaceae,"Rosa moschata Herrm., 1762",espece,NAa,Exotiques
118353,Rosaceae,"Rosa multiflora Thunb., 1784",espece,NAa,Exotiques
118397,Rosaceae,"Rosa pendulina L., 1753",espece,LC,
118416,Rosaceae,"Rosa pouzinii Tratt., 1823",espece,LC,
118474,Rosaceae,"Rosa rubiginosa L., 1771",espece,LC,
118477,Rosaceae,"Rosa rugosa Thunb., 1784",espece,NAa,Exotiques
118498,Rosaceae,"Rosa sempervirens L., 1753",espece,LC,
118513,Rosaceae,"Rosa sicula Tratt., 1823",espece,LC,
118521,Rosaceae,"Rosa spinosissima L., 1753",espece,LC,
718402,Rosaceae,Rosa spinosissima subsp. myriacantha (DC.) C.Vicioso,sous-espece,LC,
718403,Rosaceae,"Rosa spinosissima subsp. spinosissima L., 1753",sous-espece,LC,
118557,Rosaceae,"Rosa tomentosa Sm., 1800",espece,LC,
118582,Rosaceae,"Rosa villosa L., 1753",espece,LC,
118865,Lamiaceae,"Rosmarinus officinalis L., 1753",espece,LC,
118872,Poaceae,"Rostraria cristata (L.) Tzvelev, 1971",espece,LC,
118877,Poaceae,"Rostraria pubescens (Lam.) Trin., 1820",espece,NT,
118900,Apiaceae,"Rouya polygama (Desf.) Coincy, 1901",espece,VU,
118916,Rubiaceae,"Rubia peregrina L., 1753",espece,LC,
140175,Rubiaceae,"Rubia peregrina subsp. peregrina L., 1753",sous-espece,LC,
140174,Rubiaceae,"Rubia peregrina subsp. longifolia (Poir.) O.Bol�s, 1969",sous-espece,LC,
140176,Rubiaceae,"Rubia peregrina subsp. requienii (Duby) Cardona & Sierra, 1981",sous-espece,LC,
118920,Rubiaceae,"Rubia tinctorum L., 1753",espece,LC,
118963,Rosaceae,"Rubus armeniacus Focke, 1874",espece,NAa,Exotiques
118993,Rosaceae,"Rubus caesius L., 1753",espece,LC,
119003,Rosaceae,"Rubus canescens DC., 1813",espece,LC,
119149,Rosaceae,"Rubus idaeus L., 1753",espece,LC,
119152,Rosaceae,"Rubus incanescens Bertol., 1844",espece,LC,
119171,Rosaceae,"Rubus laciniatus (Weston) Willd., 1806",espece,NAa,Exotiques
611520,Rosaceae,"Rubus odoratus L., 1753",espece,NAa,Exotiques
119263,Rosaceae,"Rubus phoenicolasius Maxim., 1871",espece,NAa,Exotiques
119318,Rosaceae,"Rubus saxatilis L., 1753",espece,LC,
119340,Rosaceae,"Rubus spectabilis Pursh, 1814",espece,NAa,Exotiques
810894,Rosaceae,"Rubus tricolor Focke ex Prain, 1913",espece,NAa,Exotiques
119373,Rosaceae,"Rubus ulmifolius Schott, 1818",espece,LC,
119406,Asteraceae,"Rudbeckia hirta L., 1753",espece,NAa,Exotiques
119407,Asteraceae,"Rudbeckia laciniata L., 1753",espece,NAa,Exotiques
119418,Polygonaceae,"Rumex acetosa L., 1753",espece,LC,
140321,Polygonaceae,"Rumex acetosa subsp. acetosa L., 1753",sous-espece,LC,
140333,Polygonaceae,"Rumex acetosa subsp. nebroides (Campd.) Maire & Petitm., 1908",sous-espece,LC,
119419,Polygonaceae,"Rumex acetosella L., 1753",espece,LC,
119435,Polygonaceae,"Rumex alpinus L., 1759",espece,LC,
119447,Polygonaceae,"Rumex aquaticus L., 1753",espece,VU,
119448,Polygonaceae,"Rumex aquitanicus Rech.f., 1929",espece,LC,
119450,Polygonaceae,"Rumex arifolius All., 1773",espece,LC,
119461,Polygonaceae,"Rumex bucephalophorus L., 1753",espece,LC,
140353,Polygonaceae,"Rumex bucephalophorus subsp. bucephalophorus L., 1753",sous-espece,DD,
140355,Polygonaceae,"Rumex bucephalophorus subsp. gallicus (Steinh.) Rech.f., 1939",sous-espece,LC,
119471,Polygonaceae,"Rumex conglomeratus Murray, 1770",espece,LC,
119473,Polygonaceae,"Rumex crispus L., 1753",espece,LC,
119474,Polygonaceae,"Rumex cristatus DC., 1813",espece,NAa,Exotiques
119475,Polygonaceae,"Rumex cuneifolius Campd., 1819",espece,NAa,Exotiques
119509,Polygonaceae,"Rumex hydrolapathum Huds., 1778",espece,LC,
119513,Polygonaceae,"Rumex intermedius DC., 1815",espece,LC,
119525,Polygonaceae,"Rumex longifolius DC., 1815",espece,LC,
119533,Polygonaceae,"Rumex maritimus L., 1753",espece,LC,
119550,Polygonaceae,"Rumex obtusifolius L., 1753",espece,LC,
140371,Polygonaceae,"Rumex obtusifolius subsp. obtusifolius L., 1753",sous-espece,LC,
140374,Polygonaceae,"Rumex obtusifolius subsp. transiens (Simonk.) Rech.f., 1932",sous-espece,DD,
119556,Polygonaceae,"Rumex palustris Sm., 1800",espece,LC,
119558,Polygonaceae,"Rumex patientia L., 1753",espece,NAa,Exotiques
119569,Polygonaceae,"Rumex pulcher L., 1753",espece,LC,
140383,Polygonaceae,"Rumex pulcher subsp. pulcher L., 1753",sous-espece,LC,
140386,Polygonaceae,"Rumex pulcher subsp. woodsii (De Not.) Arcang., 1882",sous-espece,LC,
119579,Polygonaceae,"Rumex roseus L., 1753",espece,LC,
119582,Polygonaceae,"Rumex rupestris Le Gall, 1850",espece,LC,
119585,Polygonaceae,"Rumex sanguineus L., 1753",espece,LC,
119587,Polygonaceae,"Rumex scutatus L., 1753",espece,LC,
119595,Polygonaceae,"Rumex thyrsiflorus Fingerh., 1829",espece,NAa,Exotiques
119596,Polygonaceae,"Rumex thyrsoides Desf., 1798",espece,LC,
119599,Polygonaceae,"Rumex triangulivalvis (Danser) Rech.f., 1937",espece,NAa,Exotiques
119601,Polygonaceae,"Rumex tuberosus L., 1762",espece,RE,
119688,Ruppiaceae,"Ruppia cirrhosa (Petagna) Grande, 1918",espece,LC,
119691,Ruppiaceae,"Ruppia maritima L., 1753",espece,LC,
717521,Aizoaceae,"Ruschia caroli (L.Bolus) Schwantes, 1927",espece,NAa,Exotiques
119698,Asparagaceae,"Ruscus aculeatus L., 1753",espece,LC,
611535,Asparagaceae,"Ruscus hypoglossum L., 1753",espece,EN,
119701,Asparagaceae,"Ruscus hypophyllum L., 1753",espece,NAa,Exotiques
119707,Rutaceae,"Ruta angustifolia Pers., 1805",espece,LC,
119710,Rutaceae,"Ruta chalepensis L., 1767",espece,LC,
119713,Rutaceae,"Ruta corsica DC., 1824",espece,LC,
119716,Rutaceae,"Ruta graveolens L., 1753",espece,LC,
119722,Rutaceae,"Ruta montana (L.) L., 1756",espece,LC,
119774,Poaceae,"Saccharum spontaneum L., 1771",espece,NAa,Exotiques
718282,Poaceae,"Saccharum spontaneum subsp. aegyptiacum (Willd.) Hack., 1889",sous-espece,NAa,Exotiques
119780,Caryophyllaceae,"Sagina apetala Ard., 1763",espece,LC,
140410,Caryophyllaceae,"Sagina apetala subsp. apetala Ard., 1763",sous-espece,LC,
140414,Caryophyllaceae,"Sagina apetala subsp. erecta F.Herm., 1912",sous-espece,LC,
119798,Caryophyllaceae,"Sagina glabra (Willd.) Fenzl, 1833",espece,LC,
119805,Caryophyllaceae,"Sagina maritima G.Don, 1810",espece,LC,
119812,Caryophyllaceae,"Sagina nodosa (L.) Fenzl, 1833",espece,NT,
119817,Caryophyllaceae,"Sagina pilifera (DC.) Fenzl, 1833",espece,LC,
119818,Caryophyllaceae,"Sagina procumbens L., 1753",espece,LC,
119827,Caryophyllaceae,"Sagina saginoides (L.) H.Karst., 1882",espece,LC,
140430,Caryophyllaceae,"Sagina subulata subsp. revelierei (Jord. & Fourr.) Rouy & Foucaud, 1896",sous-espece,LC,
119831,Caryophyllaceae,"Sagina subulata (Sw.) C.Presl, 1826",espece,LC,
140431,Caryophyllaceae,"Sagina subulata subsp. subulata (Sw.) C.Presl, 1826",sous-espece,LC,
119850,Alismataceae,"Sagittaria graminea Michx., 1803",espece,NAa,Exotiques
119854,Alismataceae,"Sagittaria latifolia Willd., 1805",espece,NAa,Exotiques
